ip_location,reposts_count,comments_count,attitudes_count,source,content,NLP,ip_location_new
发布于 河南,0,0,2,微博视频号,"美国，外国人如何看待日本排放核污水。很震惊 在美国没有人知道这件事
#趣过夏天##生活##搞笑视频##搞笑# http://t.cn/A6OUlyPX",0,发布于 河南
发布于 山东,0,0,0,WIKO 5G,糖果老师说写作: 本日已经将几百万吨污水排入海洋，#日本排放核污水 #日本排污 #日本排污进海 #教育 #污染http://t.cn/A6O2kaVP,1,发布于 山东
发布于 浙江,185,113,2587,中华有为Android,"BBC记者这身行头去洗日本核污水，就莫名想到了那只HK曱甴，突出的就是个“光明正大”[开学季]
#大量日本骚扰电话打进我驻日使领馆##日本已排放超1000吨核污染水#",0,发布于 浙江
发布于 广东,0,0,0,微博轻享版,#岸田文雄午餐全是福岛食材#  既然那么好，为什么还要把你认为那么好的核污水排到大海里？傻笔,0,发布于 广东
发布于 黑龙江,0,0,0,荣耀60 Pro 5G,//@风燕云天:你们把排海的核污水全喝了。说不定我们的情绪都平复了，不必麻烦政府。//@NO_1十年:你们不排放，不就没有任何情绪了么,0,发布于 黑龙江
发布于 福建,0,0,0,iPhone客户端,呃，昨天经历鬼子投核污水，今天经历首阳，人生中经历过的两个人类灾难在两天内一起发生。。。,0,发布于 福建
发布于 上海,0,0,0,微博轻享版,//@博物杂志 :假的。这是板茗荷，一类附生甲壳类动物，跟虾蟹是远房亲戚，同时也经常长在虾蟹的身上，就跟海龟鲸鱼身上长藤壶似的。茗荷对人无害，不影响虾蟹的食用，在梭子蟹上尤其常见。核污水这事我们应该保持警惕，但暂且不用对原本常见的生物和现象草木皆兵。,0,发布于 上海
发布于 江苏,0,0,9,小米11,#日本核污水排海首日辐射值就超标#现在看看那个运动会散场捡垃圾的行为。畏威而不怀德，知小礼而无大义。说的一点都没错。,2,发布于 江苏
发布于 广东,0,1,0,荣耀Magic4,"#环境地球村# 来给地球人类揭晓谜底！12年前日本官员喝的不是核废水！喝的是“荷叶茶水”它们为了生物细菌战一直在搞731实验！人类动物样样都不拉下，新冠病毒霍霍地球村是美日联手打造，还在继续做毒蜂蜜实验，美国的脑食虫已经诞生。它们知道所有的实验将会失败告终才排核污水，真正意义上的核废水在大海让地球人买单。
    中方可能会震惊🤯这货卧底在中方，就是抖音里面的@中国队长，它们一起6-5个人阻拦游律师调查江西上饶铅山县致远中学胡同学案子！它的真名发过微博，看见它们的关系了吗？还有一个国家一级演员似乎能耐的很，大众点评都是非常满意不便把照片发出来。他跟苏孝林一伙的！
        知道它们为啥在8月24日放核废水在海里不？你们自己扒拉答案！告诉你们孽畜岸田政府你们的死期不远，在🈵一年的天对天日对日就是上天灭日的时候！海水🌊倒灌日本放射性污染海洋地域炸裂，比火山口喷射更厉害！地球村不是你们想怎么样就怎么样的！你们就是地球村的孽畜全人类的公敌！",0,发布于 广东
发布于 福建,0,0,0,iPhone客户端,IAEA根本构不成对这个项目的背书，他们只是审查了日本东电核污水处置的PPT，得出结论是，这个PPT项目书做的不错。另外他们在有限的被日方限定的三个罐子里取了样，证明里面辐射含量符合标准。,2,发布于 福建
发布于 江苏,0,0,0,iPhone 11,//@亲亲白兔糖:而且核污水和核废水是不一样的，他们排的就是核污水，危害巨大，大家不要混淆 http://t.cn/A6O2AdNC //@彩婆婆_://@山景王四:[怒骂]//@梦遗唐朝:推荐//@捕猹少年小闰土:讲的很全面，推荐首页看看！,2,发布于 江苏
发布于 广东,0,0,2,无尽夏Android,"打开一个“谁想看你们骂日本核污水啊”的评论的主页——发现充斥着“老师同学你们很贱”“xxx是贱//bi” 之中还夹杂着骂东亚的各式辱骂微博——鉴定为还没读大学但是就以为自己是全世界最觉醒清醒的人的厕妹一枚——然后拉黑。
。。。我辐了bb[允悲]",0,发布于 广东
发布于 山东,0,0,0,Android,#日本核污染水排海已经开始影响邻国#污水或废水两者定义我也不会深究，就知道小日本在排坏东西 [衰],0,发布于 山东
发布于 江苏,0,0,3,Android,#核污水排海后日本人在海里游泳#怎么光游不喝点啊[允悲][允悲][允悲],1,发布于 江苏
发布于 山东,0,0,0,iQOO Neo7,日本排的是核污水不是核废水！现在许多自媒体不知道是故意的还是无知，总是发核废水。,0,发布于 山东
发布于 重庆,0,0,0,Android,#日本核废水排海已经开始影响邻国#是核污水[微笑],1,发布于 重庆
发布于 河南,0,0,0,iPhone 12 Pro,"[羞嗒嗒]【热点分析】连续17天！日本执意将核污水排海
🎈研题点睛
1.名词解释：联合国“千年发展目标”
2.论述美日同盟的形成与发展。
3.结合实际情况谈谈，岸田文雄上台后的日本外交政策动向。
#政治学考研[超话]##2024考研##政治学考研#",1,发布于 河南
发布于 山东,0,0,0,iPhone 13 Pro,"#韩民众因核污水排海要弹劾总统#
尹锡悦要完蛋了吧哈哈哈[赢牛奶]",2,发布于 山东
发布于 湖南,319,1627,30003,iPhone 13 Pro Max,#环球时报 请大英博物馆无偿归还中国文物#,0,发布于 湖南
发布于 安徽,0,0,0,HUAWEI Mate 50,这一次的日本核污水排海，让世界人民都看清了美欧等国虚伪的环保政策！也看出了德国政客宁愿出卖本国人民的利益，也不敢得罪美国的奴才嘴脸。德国的经济增长还不如处于战争中的俄罗斯，被世人耻笑的时候不懂反省，还想甩锅中国，难道让中国不发展等着德国吗？美国很多方面超过德国，为啥不敢去碰瓷呢？,0,发布于 安徽
发布于 安徽,0,1,2,微博网页版,给大家分享一些可以抵抗核辐射影响的食物·家人们赶紧码住分享给亲朋好友·核污水退·退·退·核污水 日本 自救#亿点曝光计划##给视频加buff##娱乐##明星# http://t.cn/A6OywRn8,2,发布于 安徽
发布于 四川,0,0,0,nova 10 主角影像,以后淋完雨还得立马洗澡[黑线]//@毛发浓密大赛冠军:[汗]核污水的污染就是全球性的……什么稀释到海洋里，比例没多高，信就见鬼了。海洋还有蒸腾作用，会影响降雨的，不仅是沿海，内陆一样别想跑,2,发布于 四川
发布于 辽宁,0,0,1,荣耀60 5G,#日本核污染水已进入大海##微博当朋友圈发活着的每一秒都值得记录因为日本核污水排海 TMD# [浪][怒]刚刚看见，有视频发了，日本人骚扰我们驻日大使馆了。它奶奶的！真敢欺负我们！牢记历史血海深仇！必须报仇雪恨！谁欺负我们，谁就喝核污水全家嘎！有黑客吗？把日本鬼子的网路给瘫痪了！,0,发布于 辽宁
发布于 山东,0,0,0,nova6 5G自拍大不一样,#东电承认超6成储存核污水放射物超标#日本去亖！！！！！！,2,发布于 山东
发布于 江西,0,0,0,前置双摄vivo X9s,吗的还我灿房。。jyp再剑就去喝核污水,1,发布于 江西
发布于 山东,0,0,0,WIKO 5G,日本不除，日后必成大患#日本  #核污水  #传统文化 - 今日头条http://t.cn/A6O42jMG,1,发布于 山东
发布于 江苏,0,0,4,OPPO Reno8 Pro+ 5G,#东电承认超6成储存核污水放射物超标#丧尽天良，🐶日的岛国，地球之毒，让它消失吧！,0,发布于 江苏
发布于 江苏,2,0,1,Android,//@博物杂志:假的。这是板茗荷，一类附生甲壳类动物，跟虾蟹是远房亲戚，同时也经常长在虾蟹的身上，就跟海龟鲸鱼身上长藤壶似的。茗荷对人无害，不影响虾蟹的食用，在梭子蟹上尤其常见。核污水这事我们应该保持警惕，但暂且不用对原本常见的生物和现象草木皆兵。,0,发布于 江苏
发布于 河北,0,0,1,iPhone客户端,如果鼓吹核污水无害那就没必要排海啊，日本是淡水资源匮乏的国家，完全可以自己用于灌溉或者转化成饮用水啊，为什么要排海？如果有害，那它就更不应该排海了！省钱倒是其次，宁可花700多亿公关费也不要安全的方式处理核污水，恐怕另有隐情吧！很可能是为了掩盖美爹的核泄漏。真的是丧心病狂！,0,发布于 河北
发布于 湖北,0,0,0,微博网页版,#东电承认超6成储存核污水放射物超标#起初，很多人在意这是一场灾难，直到这场灾难和每个人息息相关！,0,发布于 湖北
发布于 上海,0,0,0,iPhone客户端,小日本是在趁着排核污水，同步做核弹爆炸试验吧！,2,发布于 上海
发布于 辽宁,0,0,1,体育的魅力HarmonyOS设备,#日本政府已向儿童发核污水安全传单#真佩服日本政府：从娃娃抓起、从基础教育抓起,2,发布于 辽宁
发布于 辽宁,0,0,1,桂花酒HarmonyOS设备,秋天了，天气微凉，时间过得很快，在稀疏平常的日子里积攒一些小快乐吧。近段时期最令人难过的事情是核污水排海，这种不顾各方反对一意孤行的影响全人类健康的坏事最后还是发生了，让人非常的无力，人性的恶如果恶起来，绝对是其他生物无法比拟的。没有那么大的追求和能力担心后世之人到底会遭遇什么，只想现世安稳一些，活在当下的人能过得好一些就足矣了。,0,发布于 辽宁
发布于 广西,1,0,6,三星Galaxy S22 Ultra,#东电承认超6成储存核污水放射物超标#卧槽尼玛,1,发布于 广西
发布于 辽宁,0,31,68,iPhone 14,回想庚申月是不是发生了挺多大事，排核污水 清算  huawei 。其实这些都没到我预期的那个点，等辛酉月来了还有大事件发生。没有说排核污水事情不严重的意思，就是会有很明显的转折点有没有人懂我。。,0,发布于 辽宁
发布于 北京,0,1,2,荣耀30S 5G 美由芯生,"【扎哈罗娃：国际生态组织就像太平洋里的鱼一样沉默...】扎哈罗娃在贴文中附上了世界自然基金会（WWF）等国际生态机构的网站首页截图。很明显，没有一家网站显示了与日本排放核污水有关的信息。“现在我们正在讨论一些很严肃的事情，”扎哈罗娃说，“日本福岛核电站计划向全球海洋排放近150万吨放射性水，海水将被氚、碳-14、钾-40、锶-90、碘-129、铯的同位素钚污染而变得有毒。”

“但怎么回事？这些是‘生态组织’（网站）的截图。他们就像太平洋里那些已经在氚水中游了好几天的鱼一样，沉默不语。”她说。
http://t.cn/A6O4dvA9",0,发布于 北京
发布于 福建,0,0,0,荣耀 9X,//@帝吧官微:只要日本立即停止排放核污水，什么话都好说，他们不明白这个道理么？,1,发布于 福建
发布于 重庆,0,0,0,小米10S,日本的意料之外：中国海关总署24日宣布全面暂停进口日本水产品  中国的意料之中：“日本拒绝他国对核污水直接取样”,2,发布于 重庆
发布于 天津,0,0,2,OPPO Reno5 Pro+ 5G,#日方敦促中方采取措施平息民众情绪#敦促日方尽快喝完核污水,0,发布于 天津
发布于 广东,0,0,1,iPhone客户端,#东京电力称核污水排海有问题将停止#这么安全就没必要排海了，自用！请自用，不谢！,0,发布于 广东
发布于 中国香港,16,9,124,Android客户端,"群友传来:

日寇公布每日對魚產氚檢測情況，是轉移視線，因為經過核污染的水，和核電廠廢水不同，核污水含的的放射元素有很多種，而且這些核輻射物質會累積，包括並不限於：

鍶90（Strontium-90）接觸鍶90 可導致 DNA 雙鏈斷裂

碳14（Carbon-14）能融入到蛋白質，可能導致細胞死亡或潛在的遺傳突變(癌症)

銫137（Cesium-137)、碘129（Iodine-129）和鈷60（Cobalt-60）、
銫137、碘129 和鈷60 等。

倭國係全方位核污染海洋，置全人類安危而不顧的行為。",0,发布于 中国香港
发布于 黑龙江,0,0,0,咸鱼翻身的Android,太阴间了[裂开]//@以翔永念:东京奥运会开幕式原来就是提前为我们展示日本核污水排放后的海洋生物以及人类[裂开],1,发布于 黑龙江
发布于 广东,0,0,0,三星Galaxy S23 Ultra,#日本政府已向儿童发核污水安全传单#小日子真的不考虑人类的发展自己想玩完就别拉别的国家下水好吗,0,发布于 广东
发布于 山东,0,4,35,微博轻享版,不是，退一万步就算以后日本真的因为什么原因被迫表示停止排核污水，谁会信啊，我肯定不信，我就是觉得他们这么贱肯定会偷着排的，所以说不管他们嘴上说排还是不排了我都不敢冒险吃海鲜洗海澡啊，这么一想更他大爷的生气了,0,发布于 山东
发布于 广东,0,0,2,HUAWEI Mate 40 Pro,#东电承认超6成储存核污水放射物超标#没事，国内大把二倭们帮你们洗，叫它们喝是不敢喝的了，毕竟国内二倭们只是蠢，它不傻，是不是啊，二倭们。[允悲],1,发布于 广东
发布于 四川,1,1,0,iPhone 13 Pro Max,#中国是日本最大水产进口来源地#排放核污水是一项严重的环境犯罪，必须受到最严厉的谴责和法律制裁,0,发布于 四川
发布于 广东,0,0,3,iPhone 13 Pro,#知你故来风[超话]##日媒宣称日本针对中方措施开展外交攻势#有人说，小日子排都排了，你反对有啥用？首先，小日子那个核污水还在源源不断产生，它不是排一天，它是打算一直排。其次，如果没用，小日子急啥，要开展啥外交攻势？它的渔民先闹翻了，让他们去给日本政府压力好了。,2,发布于 广东
发布于 广东,0,1,4,荣耀50 SE 5G,#东电承认超6成储存核污水放射物超标#请日本政府为自己的错误决定道歉，像海洋的千千万万个生物道歉！！！,0,发布于 广东
发布于 江苏,0,1,1,iPhone客户端,"日本排放核污水以后，我们大家怎么做？
1.不要吃海鲜了，包括我们平常吃的鱼虾类还有贝类。
2.喝水要有讲究，尽量买桶装水喝，不喝生水和自来水。
3.下雨的时候一定要打伞，避免雨水接触皮肤。
4.买东西也要看产地，买内陆的日用品还有食品。
5.如果没有什么要紧事，不去日本游玩。
6.不买日货，什么化妆品护肤品，通通不用。
7.不要去海岸线玩，再也看不到清澈的海水了。
暂时想到的只有那么多，欢迎补充。",2,发布于 江苏
发布于 山东,0,0,0,nova 10 Pro 主角影像,看了一下，原博就是个反贼，每一条微博都是明里暗里讽刺国家和劳动人民的//@盖世英雄玉椒龙:我想问一下转发评论:日本军国主义教育，你们不谴责。日本否认二战历史，你们无视，现在对着个谴责日本排放核污水的女老师各种攻击，是为什么？,0,发布于 山东
发布于 辽宁,0,0,0,哔哩哔哩,再看处理污水的费用和舆论公关费用的差距，不得不让人怀疑，本子之后甚至不进行处理就直排，甚至找个管子泄漏的理由，鞠躬了事，国际社会需要高度警惕，必须形成有强制力的监督机制//“集体犯罪等于无罪”，日本核污水排海的真实原因是什么？#哔哩哔哩动画# http://t.cn/A6ObZFdP,0,发布于 辽宁
发布于 天津,0,0,1,微博网页版,"#日本核污染水下午排入海洋# 东电给的这个排放说明图真是无话可说了，用15218立方米的海水稀释19立方米的核污水，稀释800倍，然后测数据合格排放。

那世界上还需要什么污水处理厂，岂不是什么污水都能排放了。",0,发布于 天津
发布于 福建,18,0,0,vivo X30专业影像,怎么才开始//@白饭如霜:你们早干啥去了？这么多年一人一杯水，什么水都喝完了好吗。//@开水族馆的生物男:直接喝核污水不是更棒？//@他们叫我冰箱:太支持了！//@sophy-Ivy:支持！！！！！！//@客官不要慌:资瓷//@遥望星空113:加油，赶紧吃[摊手][摊手][摊手],2,发布于 福建
发布于 福建,0,0,0,HUAWEI Mate30 Pro 5G,"#谁在炒作只有中国反对日本排放核污水#
真相只有一个[doge]",0,发布于 福建
发布于 上海,0,0,0,iPhone客户端,这货早就吃核污水的东西吃的脑残了。,0,发布于 上海
发布于 浙江,0,0,0,iPhone客户端,#东电承认超6成储存核污水放射物超标#东电承认6成，实际情况应该是9成9超标[黑线]毕竟躬犟精神么[裂开]出问题就鞠一个就行了呗[裂开],1,发布于 浙江
发布于 陕西,0,0,0,HUAWEI P30 Pro,#太平洋沿岸国有权向日本政府发起核污水索赔# 索赔有什么用啊，人都废了。,0,发布于 陕西
发布于 陕西,0,0,0,iPhone客户端,作为普通民众我们能为阻止核辐射污水排放做点什么啊。#核污水排放影响#,0,发布于 陕西
发布于 河北,0,0,0,微博视频号,奥特曼当英雄拯救地球_现实里日本却是罪魁祸首#奥特曼_#日本_#核污水排放_#核污染  http://t.cn/A6O2UZPO,0,发布于 河北
发布于 山东,0,0,0,OPPO超视野全面屏R15,#东电承认超6成储存核污水放射物超标#真是有病[吐],1,发布于 山东
发布于 陕西,0,0,0,iQOO Z6x,#核污水排海韩国已出现连锁反应#小鬼子赶紧爆炸吧,0,发布于 陕西
发布于 辽宁,0,0,1,真我GT大师探索版,#日本正采取卑劣手段对中国倒打一耙#外国宣传明星的大屏幕，可以宣传下日本核污水排放的丑恶嘴脸。,0,发布于 辽宁
发布于 广东,0,0,7,iQOO Neo5 生而为赢,"#关注日本核污水排海#
[怒][怒][怒]渣浪什么烂钱都洽shi得快",1,发布于 广东
发布于 广东,0,0,0,OPPO Reno6 5G,日本排海这个事情，有可能是本世纪甚至往下几个世纪最糟糕的事情了。如果还比这更糟糕，那大概就是世界末日了吧？可是日本核污水排海就和末日差不多。[摊手],0,发布于 广东
发布于 广东,0,0,0,iPhone 12 Pro Max,//@晨飒-飞扬:还真是，我发现了，很多打拳的一点都不敢碰日本，连核污水都敢洗，都成什么玩意了么？//@胡斐大侠:和精神乌克兰人高度重合[求饶][求饶][求饶],2,发布于 广东
发布于 北京,0,0,0,iPhone客户端,//@Grace出海笔记:我就想问一下，转发区置顶的那一位到底有完没完了？ 不管她什么仇恨，都是私人恩怨。现在是全人类的灾难的时候，这样劫持国家和大众的悲苦只为个人私仇合适吗？ 而且已经七年了，还在源源不断的给全社会输出仇恨，如果非要这样类比，这跟小日本源源不断的排核污水有什么本质区别?,0,发布于 北京
发布于 四川,1,0,1,OPPO Reno3 元气版 5G,没事做就去把核污水喝了[老师好],1,发布于 四川
发布于 天津,549,1021,10661,微博视频号,8月27日，也就是日本向大海排放核污水的第三天，男子在日本九十九里的海滩上，看到海龟的尸体被冲上岸。网友:海龟都受不了，其他海洋生物怎么办？以后你还敢吃海鲜吗？ http://t.cn/A6OUjBOY,1,发布于 天津
发布于 北京,0,0,14,nova7SE 5G你在焦点在,"#关注日本核污水排海#
热搜为什么又下去了？",0,发布于 北京
发布于 重庆,0,0,0,iPad air,霍先生预言在8年后地球迎来世界末日，因为核污水，怎么办啊，救命，我还想活着，我想跟华晨宇一起,2,发布于 重庆
发布于 湖南,0,0,0,iPhone客户端,#邓为[超话]##超话星愿池##夏日青春派对# 核/污水倒灌 大海永远美丽,2,发布于 湖南
发布于 北京,0,0,0,微博网页版,//@寒士有书不虑矣:慕洋犬大队～//@林步里:主张核污水问题不大的账号，与主张新冠mild的高度重合[doge],1,发布于 北京
发布于 山东,0,0,0,iPhone客户端,我要退网，再看到刃恒和恒右向我比喝了十吨核污水还难受[微笑],2,发布于 山东
发布于 浙江,0,0,1,HUAWEI Mate 20,#被美军炸了67次又遇上日本核污水#日本和核杆上了,1,发布于 浙江
发布于 山西,0,0,0,HUAWEI Mate 50,草尼玛啊[怒][怒][怒]吃呗，把核污水也喝光最好[吐][吐][吐],1,发布于 山西
发布于 山东,0,0,0,Android,痘印一天到晚给我推送核污水相关唯一的影响是让我燃起了看末世无限流文的欲望,2,发布于 山东
发布于 山东,0,0,1,荣耀X30 5G,#日本政府已向儿童发核污水安全传单#滚😡,1,发布于 山东
发布于 四川,0,0,0,iPhone 12,"做梦都是小日本的核污水
做梦都想杀死每一个日本杂种",2,发布于 四川
发布于 山东,0,0,0,HUAWEI P10 Plus,既然日本核污水是安全的，为什么要用超过30年时间排放而不是一次性排掉？打着科学的幌子，考虑海洋和自然环境的承受能力，让海洋和自然环境稀释消化掉而已。,2,发布于 山东
发布于 山东,0,4,1,微博轻享版,刷到随机采访美国人对于日本排核污水事件的看法，竟然很多人都没听过新闻…议程设置实在是太可怕了。,0,发布于 山东
发布于 广东,809,360,7322,甜崽的iPhone客户端,"一场大地震，让日本核电站陷入爆炸危机。
#日本公布排海启动瞬间画面#
上天给了无数机会，只要处理得当，这最多是个不超过 4级的一般核事故，然而，他们却疯狂作死，一次次避开了正确答案。
最终，人为创造出了比切尔诺贝利更严重的7级核事故，而做这一切的原因，仅仅是为了省钱！更可怕的是，他们打算，拉全世界陪葬。",0,发布于 广东
发布于 江苏,0,0,1,iPhone客户端,因为日本排核污水的事很担心[苦涩],1,发布于 江苏
发布于 广东,0,0,1,HUAWEI Mate 20,"不出所料，有些人领到了“清洁费”，很多反应过度，科学对待、静待数据、有点常识、谴责归谴责甚至应该相信鬼子之类的硬洗软洗不软不硬洗文，连续出场了。
真xx无语！
漠视全球公共利益，罔顾邻居苦口婆心，反人类逆世魔头这帽子不对吗？
他爹同意世界就必须收声？
小日子最讲科学？
我们百姓抢包盐就是恐慌过度？

#日本核污水排海公关预算700亿#",1,发布于 广东
发布于 浙江,0,0,0,HUAWEI P30,#日本民众不知排海方案未获国际机构支持#请日本政府停止排放核污水！！日本政府不管自己民众死活，也不管全人类，全地球生物的死活。何时才能悬崖勒马！,0,发布于 浙江
发布于 广东,15,4,145,iQOO Neo7 SE,"日本开始抢购天然橡胶，天然橡胶有什么用处啊！

日本刚把核污水排进海里，还说核污水无毒无害，那日本人为什么又开始抢购天然橡胶，天然橡胶不就是雨衣雨鞋之类的吗？

如果核污水无毒无毒，日本人为什么要抢购天然橡胶，还不是怕人身体弄上核污水吗！穿雨衣雨鞋武装好，就不会被污染。

排核污水进海，首先受害的还是日本民众，然后才轮别的国家，日本海鲜也不好卖了，鱼民都没收入了，日本为什么还要这么做，不管老百姓死活。",0,发布于 广东
发布于 山东,0,0,0,HarmonyOS设备,//@冇脚的小鸟:加多句“如果日本在不停止排核污水以后发生任何因此造成的后果会向日本追讨赔偿”这就更好了,2,发布于 山东
发布于 山东,0,0,3,iPhone客户端,#东京电力称核污水排海有问题将停止#台风一来，小日子害怕了？,0,发布于 山东
发布于 吉林,0,0,1,微博轻享版,有些媒体把排核污水跟日本最近的暴雨和地震、甚至山东海岸的虾联系起来，真是闹够了，哄小孩呢？,0,发布于 吉林
发布于 北京,1,1,4,微博视频号,【来自大海的愤怒！[怒]】【#日本排核污水次日连发两次地震#！日本东电：福岛第一核电站核污染水首日排放量为183立方米】#核污水首日排海183立方米# 据日本广播协会当地时间25日报道，当天19时12分左右，日本岩手县以东海域发生4.3级地震，最大震感为震度1，震源深度10千米。此前根据中国地震台网正式测定：08月25日06时48分在日本本州东海岸远海（北纬39.50度，东经143.55度）发生5.8级地震，震源深度10千米。 ​​​日本东京电力公司今天（25日）称，从当地时间24日下午1点到25日凌晨零点，福岛第一核电站核污染水排放量为183立方米。 #日本一天内两次地震#（@NBD视频，泽塔）http://t.cn/A6O2U06h #福岛核污染水排海至少持续30年#,1,发布于 北京
发布于 江西,0,0,5,悠为你写的情诗,#核污水排海后日本人在海里游泳# 不在意那就多喝点  边游泳边喝吧,0,发布于 江西
发布于 黑龙江,0,0,0,nova7Pro你在焦点在,"#日本水产行业哀鸿遍野#这算啥，对中国和沿海其他国家的经济影响一下子就出现了。
日本只是损失了一个产业却换来对周边所有国家，尤其是中国经济的打压，一本万利，所以美国拼了命的还支持核污水排海。",0,发布于 黑龙江
发布于 安徽,30,12,491,Note 9 Pro 一亿像素,"乐，算是日本特色版的""禁止某国人入内了""",2,发布于 安徽
发布于 北京,0,0,0,MEIZU 20 热爱无界,"#多家日妆品牌遭遇退货#
坚决反对日本核污水排海，坚决抵制日本产品不给日本送钱，不使用日本产品，不使用任何含有日本原料产品，强烈谴责日本错误行为，要求日本停止排放",2,发布于 北京
发布于 四川,0,0,1,OPPO Reno Z,//@迟瑞斯汀:笑亖了，核污水以光速污染了全世界的海洋并立马到了上海的餐厅让上海人吃了，真的是一群文盲,0,发布于 四川
发布于 北京,0,0,1,刘学义腹肌Android,#东电承认超6成储存核污水放射物超标#满口谎言！一排了之！不负责任！没有良心！必遭天谴！,0,发布于 北京
发布于 重庆,0,0,0,微博轻享版,这两天关注日排核污水事件，读到许多二战苏联把日本打怕的故事，突然觉得为啥中对俄人比较友好，大概性格都差不多（好的部分），一样瞧不上日本这种内心阴暗、表里不一的民族吧，中和俄民族骨子里是比较硬的，自然更像，瞧不上骨子里软的日本人，看到苏联军对日本军队的绝对打击和碾压真是解气！,2,发布于 重庆
发布于 北京,0,0,0,iPhone客户端,中国超市国外超市每天的海鲜也不是全部卖光的，抖音垃圾蹭流量不要脸//@Ray你得走起:这个视频太断章取义，没有及时卖掉的会贴打折啊，里面也有一些没贴打折的，为了说明核污水危害，也不必拍一些假的东西,0,发布于 北京
发布于 云南,0,0,0,佛罗里达Android,//@重生之我是红发厨:立本排核污水危害确实太严重了，从水产变异程度就可以见得,0,发布于 云南
发布于 云南,0,0,0,iPhone客户端,"刷了那么多天的日本核污水，
所以，贫穷真的能救我狗命",0,发布于 云南
发布于 浙江,101,167,2827,为爱发电,总有闲得蛋疼的人，一直在混淆概念，说我们国家核电站也排核废水，给小日子洗地。一个是清煮鸡蛋后的水，一个蛋花汤过滤的水，这能是一样的东西？？ #谁在炒作只有中国反对日本排放核污水#,0,发布于 浙江
发布于 广东,433,516,6556,HUAWEI P60 Art,我觉得，可以走民间诉讼，受害企业、渔民和所有相关人员，甚至是我们全体国民，走诉讼起诉日本政府排放核污水（日本水），有人牵头就行。 我不知道具体要怎么走流程，有知道的网友可以评论区讨论。 我愿意支持部分诉讼费用，有愿意一起的吗？有愿意接这个活的律师吗？可以评论区讨论可行性#日本国内超市停买水产品让日企心态崩了# #日本启动核污染水排海#,0,发布于 广东
发布于 广东,0,0,2,Redmi K60 至尊版,#东电承认超6成储存核污水放射物超标#真是臭不要脸，你们高层就应该整齐站在核废水排水口上，一起跳进海里。,0,发布于 广东
发布于 浙江,0,0,0,Xiaomi 13,"为什么，日本的卡都好戳我[拜拜]
我现在想把核污水灌她们嘴里
yhm好大的福气[微笑][微笑]
（有没有代购的请给我来一个[跪了][跪了]）",1,发布于 浙江
发布于 广东,0,0,0,小米8 屏幕指纹版,//@jackiecaixun2018:一天18瓶核污水，很难吗//@Sir_Russell天授:日本人每天18公斤水产品，很难吗？,0,发布于 广东
发布于 河北,0,0,0,微博视频号,@头条新闻 【#东电承认超6成核污水放射物超标#】#日本核废水排海已经开始影响邻国#据@看看新闻KNEWS 报道：据日本TBS电视台26日报道，东电方面承认，目前储罐中约有66%的核污染水放射性物质含量超标。在被问及核污染水何时能够全部排完时，东电危机公关负责人竟然称，究竟何时能够全部排完核污染水，东电目前并没有任何具体计划。作为排海计划的实施方，东京电力公司这样的回答也让排海计划更加令人难以信服。http://t.cn/A6OUTNl2,0,发布于 河北
发布于 北京,0,0,0,Redmi K40 Pro,//@一介布衣123:小鬼子又开始造假了！鬼知道这海鲜到底是哪里的！有本事跑福岛核电站去直播开罐喝核污水，到排放口捞鱼上来直接吃！[吃瓜],0,发布于 北京
发布于 山东,0,0,0,iPhone 14,再转[doge]//@氢氧酸HOH:复制了一下挂掉的图的原文内容：鉴于邻国排放核污水，小编认为我们应该早做准备，比如： 1，不要结婚生孩子，不能污染祖国的下一代2，多存款，少消费，以备意外发生 3，不要买房，不要买车，人可能活不了那么久4，尽量在家躺平，不要出门乱跑，不上班也没关系,0,发布于 山东
发布于 广东,0,0,0,vivo S7e 5G,//@天平的无奈:[苦涩]//@颜文字君:就挺崩溃的(  ･᷄ὢ･᷅)//@Jokielicious:我们的老百姓努力学习垃圾分类，平时一直都很节约，政府努力节能减排。然后妈的美国炸北溪，加拿大不管自己的山火，日本排核污水。我恨,2,发布于 广东
发布于 陕西,0,0,0,现的小仙女iPhone 14 Pro,#日本正采取卑劣手段对中国倒打一耙#说真的，其实我一直觉得以他们的卑劣，早就不知道偷偷排放多少核污水了,0,发布于 陕西
发布于 浙江,480,269,2608,熏师傅的Android,"网传在乌克兰的华人博主林某某收到了某狗粮组织发来的日本核污水洗地邀约[doge]400美元/10万播放量的给付标准。太君很舍得砸钱啊！可惜“明珠”“暗投”，人博主不愿放下底线！
要我说，真有这活儿来找我呀太君，这活儿我能干！！我可擅长干这活儿了[doge]！只要钱到位，啥活儿我都会！太君，选我你绝对不会吃亏！！欢迎邀约～有渠道的朋友帮我给太君传个话啊#日本将用700亿日元处理核污染水负面信息# #历史会记住日本政府这一笔# #我叫孙火旺[超话]#",2,发布于 浙江
发布于 广东,0,0,1,和冥夜重婚HarmonyOS设备,#利柏特[超话]#林君你睡了吗，需不需要拿核污水做成面膜给你敷上，让你睡个美美的美容觉,2,发布于 广东
发布于 辽宁,0,1,3,小米10,#谁在炒作只有中国反对日本排放核污水#比起核废水，我更关心996。既要996以后还得受到核废水影响。精神物质双重打击。,0,发布于 辽宁
